epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
112,1530.67,1.43111,5.31762,0.36426,1.21673,1.93835,0.93602,0.88406,0.9521,0.46731,0.36807,0.42029,0.22757,0.03432,1.67561,5.61896,0.19217,0.90598,2.36648,0.000701588,0.000701588,0.000701588
113,1543.91,1.5045,5.28871,0.35909,1.2953,1.99944,0.93834,0.88223,0.92745,0.47024,0.41893,0.37681,0.19388,0.03139,1.63059,5.51683,0.23279,0.95729,2.31349,0.00069682,0.00069682,0.00069682
114,1556.9,1.47701,5.25535,0.35217,1.25412,1.93341,0.92385,0.87919,0.92723,0.50682,0.36861,0.28986,0.17335,0.0262,1.55707,5.522,0.22706,0.92548,2.21895,0.000692031,0.000692031,0.000692031
115,1570.08,1.48531,5.37267,0.37758,1.28354,1.95913,0.95959,0.86957,0.93017,0.48492,0.38699,0.33333,0.2188,0.03922,1.59279,5.48527,0.20406,0.91337,2.25427,0.000687222,0.000687222,0.000687222
116,1583.3,1.41449,5.2463,0.3733,1.22031,1.93804,0.96822,0.8832,0.93678,0.45489,0.36012,0.34783,0.19448,0.03875,1.68289,5.60619,0.22375,0.99371,2.32782,0.000682392,0.000682392,0.000682392
117,1596.99,1.50003,5.454,0.37222,1.26707,1.98155,0.91867,0.92754,0.94683,0.47956,0.41017,0.4058,0.26859,0.04716,1.68352,5.63559,0.21464,0.91136,2.35498,0.000677543,0.000677543,0.000677543
118,1610.74,1.48835,5.15917,0.37435,1.24304,1.98244,0.95818,0.84058,0.91823,0.46559,0.44443,0.33333,0.2456,0.05487,1.65837,5.70356,0.22617,0.94995,2.35362,0.000672675,0.000672675,0.000672675
119,1623.79,1.47471,5.46114,0.36289,1.23087,1.9366,0.95305,0.7971,0.91316,0.47421,0.49892,0.30435,0.24952,0.05493,1.64717,5.71099,0.24646,0.91834,2.325,0.000667789,0.000667789,0.000667789
120,1637.41,1.47442,5.37463,0.36665,1.25315,1.96036,0.94966,0.84058,0.90457,0.47959,0.57773,0.33333,0.28459,0.0593,1.54602,5.61812,0.22611,0.93808,2.22803,0.000662885,0.000662885,0.000662885
121,1650.73,1.4292,5.1259,0.34648,1.21725,1.91043,0.92196,0.85611,0.90622,0.44949,0.5185,0.36232,0.26852,0.04943,1.58648,5.5563,0.21979,0.96446,2.24624,0.000657963,0.000657963,0.000657963
122,1663.85,1.46878,5.42182,0.36206,1.25118,1.97846,0.97972,0.85507,0.92698,0.42503,0.43608,0.37681,0.29932,0.05196,1.65359,5.61616,0.21537,0.99457,2.26521,0.000653025,0.000653025,0.000653025
123,1677.44,1.5051,5.40504,0.37597,1.24328,1.95382,0.91827,0.81423,0.91936,0.44986,0.52526,0.34783,0.26839,0.05098,1.54365,5.64602,0.22567,0.96542,2.17393,0.000648071,0.000648071,0.000648071
124,1690.43,1.41739,5.33905,0.37095,1.19316,1.88986,0.96455,0.82609,0.92669,0.44279,0.47194,0.36268,0.24076,0.04382,1.65235,5.42152,0.23724,0.9802,2.29296,0.000643101,0.000643101,0.000643101
125,1703.54,1.42598,5.309,0.36145,1.24155,1.92978,0.92489,0.89235,0.94201,0.51208,0.46978,0.36232,0.23432,0.05285,1.46187,5.50434,0.22603,0.9293,2.12771,0.000638115,0.000638115,0.000638115
126,1716.62,1.47281,5.10682,0.34734,1.2309,1.93162,0.95055,0.83576,0.92035,0.46838,0.42713,0.31884,0.1956,0.04672,1.65203,5.51468,0.24415,0.99663,2.33796,0.000633115,0.000633115,0.000633115
127,1729.87,1.42018,5.21688,0.36426,1.2729,1.91867,0.84549,0.87238,0.901,0.44849,0.35096,0.36232,0.19829,0.046,1.75869,5.63439,0.25013,0.99711,2.44375,0.000628101,0.000628101,0.000628101
128,1743.1,1.44166,5.21161,0.36408,1.20773,1.91552,0.89562,0.91304,0.93419,0.51455,0.50086,0.3913,0.27297,0.05488,1.53965,5.39789,0.22661,0.91482,2.2301,0.000623074,0.000623074,0.000623074
129,1756.43,1.44622,5.1346,0.35421,1.22778,1.91713,0.93625,0.85142,0.92333,0.51399,0.605,0.44402,0.35334,0.06816,1.50342,5.31439,0.21601,0.89628,2.22594,0.000618034,0.000618034,0.000618034
130,1769.7,1.39776,5.1934,0.37062,1.1863,1.87977,0.92754,0.88406,0.94119,0.51895,0.50161,0.42304,0.33115,0.06927,1.53217,5.36789,0.25766,0.92992,2.24702,0.000612981,0.000612981,0.000612981
131,1783.33,1.43572,5.34831,0.36092,1.19968,1.90874,0.93973,0.91304,0.92988,0.51225,0.43798,0.33333,0.24223,0.05851,1.57431,5.50524,0.27947,0.91834,2.29538,0.000607916,0.000607916,0.000607916
132,1796.31,1.43644,5.27873,0.34786,1.26733,1.94484,0.99734,0.85507,0.94509,0.49526,0.38056,0.4058,0.2297,0.05148,1.69929,5.45111,0.26482,0.91932,2.40445,0.00060284,0.00060284,0.00060284
133,1809.72,1.43263,5.40346,0.37666,1.22026,1.97514,0.9644,0.86957,0.94468,0.46838,0.45034,0.3913,0.24842,0.05195,1.70296,5.44846,0.23377,0.92794,2.37036,0.000597754,0.000597754,0.000597754
134,1822.75,1.38465,5.36669,0.35282,1.15503,1.89926,0.89585,0.91304,0.94417,0.4893,0.4072,0.31884,0.20528,0.04581,1.59438,5.38419,0.22087,0.90334,2.26295,0.000592657,0.000592657,0.000592657
135,1836.22,1.43747,5.42831,0.35901,1.1545,1.94086,0.96941,0.86957,0.94455,0.46549,0.38941,0.36232,0.19392,0.04262,1.67767,5.28491,0.21306,0.88192,2.35098,0.000587551,0.000587551,0.000587551
136,1849.59,1.4208,4.97959,0.34103,1.15257,1.8955,0.96586,0.88406,0.94348,0.49337,0.45746,0.42029,0.28672,0.06151,1.5896,5.26773,0.1993,0.85614,2.20984,0.000582435,0.000582435,0.000582435
137,1863.1,1.4093,5.12388,0.34183,1.18076,1.91864,0.94783,0.88406,0.91752,0.49524,0.46279,0.43478,0.30424,0.06995,1.56322,5.21045,0.21354,0.86019,2.17903,0.000577311,0.000577311,0.000577311
138,1876.25,1.37799,5.10739,0.34488,1.1942,1.8806,0.95724,0.85507,0.93751,0.48305,0.43906,0.44928,0.31483,0.06818,1.61391,5.29838,0.23208,0.85622,2.21983,0.000572179,0.000572179,0.000572179
139,1889.85,1.37668,5.0461,0.35221,1.17138,1.86972,0.99671,0.81159,0.9489,0.47077,0.51443,0.4058,0.32215,0.06932,1.68138,5.32161,0.20582,0.88776,2.29397,0.00056704,0.00056704,0.00056704
140,1903.58,1.38069,5.05743,0.36986,1.19021,1.87679,0.9832,0.84846,0.96032,0.45049,0.46641,0.37681,0.24194,0.05502,1.75429,5.30551,0.19611,0.8721,2.38259,0.000561894,0.000561894,0.000561894
141,1916.8,1.47343,5.09264,0.35044,1.23501,1.93065,0.97829,0.89855,0.95557,0.49353,0.48808,0.44928,0.28601,0.06234,1.63447,5.19126,0.20447,0.8453,2.28678,0.000556742,0.000556742,0.000556742
142,1930.07,1.39107,5.08158,0.35145,1.1455,1.89132,0.98186,0.91304,0.95099,0.51715,0.51343,0.47826,0.39529,0.07719,1.5698,5.18332,0.22334,0.84612,2.22532,0.000551584,0.000551584,0.000551584
143,1942.94,1.40136,5.02368,0.33558,1.13171,1.89239,0.99296,0.91304,0.95055,0.54334,0.56452,0.4058,0.35211,0.07956,1.4728,5.1374,0.219,0.8166,2.1507,0.000546421,0.000546421,0.000546421
144,1956.16,1.35012,5.09659,0.35193,1.1253,1.87662,0.99703,0.92754,0.94988,0.55814,0.63853,0.47826,0.38822,0.07555,1.4002,5.07478,0.22397,0.81872,2.09843,0.000541253,0.000541253,0.000541253
145,1969.66,1.42877,5.02059,0.34988,1.2402,1.91155,0.99653,0.91304,0.93998,0.52096,0.52994,0.43478,0.34817,0.07031,1.5063,5.08425,0.22802,0.83794,2.22729,0.000536081,0.000536081,0.000536081
146,1982.7,1.43241,5.25123,0.34851,1.24541,1.9383,0.99072,0.91304,0.95296,0.54015,0.47568,0.37681,0.281,0.06395,1.47395,5.08971,0.20932,0.81364,2.17725,0.000530906,0.000530906,0.000530906
147,1996.15,1.37613,5.0252,0.36044,1.12828,1.86631,0.96885,0.90158,0.94928,0.557,0.47676,0.43478,0.31435,0.07899,1.37023,5.02245,0.203,0.79982,2.05223,0.000525728,0.000525728,0.000525728
148,2009.44,1.41471,5.01112,0.34281,1.16637,1.89282,0.9846,0.86957,0.93718,0.52643,0.58053,0.44928,0.33182,0.0703,1.4606,5.08912,0.20962,0.84126,2.11341,0.000520548,0.000520548,0.000520548
149,2022.57,1.44378,5.19517,0.34925,1.18422,1.93151,0.98406,0.89462,0.93587,0.51817,0.60509,0.44928,0.32666,0.06861,1.52189,5.17284,0.22702,0.84764,2.16981,0.000515366,0.000515366,0.000515366
150,2036.18,1.41159,4.99588,0.35138,1.17409,1.86355,0.96692,0.85507,0.92708,0.51571,0.56127,0.42029,0.34266,0.05415,1.49459,5.33614,0.23,0.8503,2.17055,0.000510184,0.000510184,0.000510184
151,2049.23,1.42261,4.81091,0.32763,1.15935,1.87338,0.98373,0.87635,0.94646,0.48807,0.60225,0.43478,0.32038,0.05218,1.60418,5.2694,0.21398,0.89115,2.27312,0.000505,0.000505,0.000505
152,2062.86,1.39742,5.13312,0.36216,1.14831,1.87082,0.96016,0.89855,0.93492,0.50767,0.64614,0.52174,0.43994,0.06712,1.53023,5.0931,0.20279,0.8443,2.19919,0.000499816,0.000499816,0.000499816
153,2075.99,1.39799,5.02277,0.34397,1.14892,1.86618,0.94125,0.92884,0.95347,0.52343,0.58557,0.46377,0.35934,0.06649,1.44726,5.09279,0.20479,0.81438,2.10913,0.000494634,0.000494634,0.000494634
154,2089.41,1.36509,4.83284,0.34289,1.15776,1.84952,1,0.90924,0.95553,0.52509,0.51536,0.42029,0.26582,0.04795,1.48674,5.23509,0.22665,0.80043,2.1625,0.000489452,0.000489452,0.000489452
155,2104.96,1.35936,5.14241,0.35938,1.1341,1.92229,0.98294,0.92754,0.96522,0.48417,0.45782,0.42029,0.23293,0.04458,1.64408,5.25201,0.22394,0.79769,2.33571,0.000484272,0.000484272,0.000484272
156,2119.54,1.3782,5.13822,0.35818,1.16409,1.8951,0.96124,0.86957,0.95533,0.49834,0.51234,0.46377,0.31692,0.05669,1.60127,5.16277,0.19651,0.82869,2.27623,0.000479094,0.000479094,0.000479094
157,2133.17,1.37423,4.79685,0.33548,1.1582,1.86293,0.88988,0.89855,0.94965,0.48663,0.55743,0.49287,0.41303,0.06943,1.6043,5.12147,0.19101,0.85624,2.27678,0.000473919,0.000473919,0.000473919
158,2146.4,1.31411,4.82644,0.32984,1.06613,1.81846,0.96851,0.89855,0.94514,0.46424,0.55123,0.47826,0.38081,0.0809,1.69815,5.07538,0.18965,0.8684,2.36324,0.000468747,0.000468747,0.000468747
159,2159.77,1.39295,4.77862,0.33638,1.13572,1.85613,0.97894,0.89855,0.93084,0.47759,0.53873,0.49275,0.38802,0.08242,1.61364,5.07811,0.20096,0.8182,2.23422,0.000463579,0.000463579,0.000463579
160,2173.6,1.38584,4.92278,0.3506,1.12074,1.88962,0.9966,0.91304,0.94003,0.45917,0.45722,0.42029,0.27275,0.06748,1.65645,5.09392,0.2463,0.83983,2.30548,0.000458416,0.000458416,0.000458416
161,2186.87,1.39662,4.75372,0.34843,1.14385,1.87077,0.98749,0.89855,0.95115,0.44308,0.4462,0.43478,0.25085,0.05655,1.71073,5.09676,0.23931,0.83343,2.37224,0.000453258,0.000453258,0.000453258
162,2200.49,1.35342,4.88548,0.33693,1.0933,1.8879,0.94762,0.91304,0.94814,0.50088,0.45389,0.44928,0.29413,0.05853,1.54542,5.12577,0.1938,0.84334,2.22015,0.000448106,0.000448106,0.000448106
163,2214.26,1.35111,4.97781,0.33626,1.13026,1.83286,0.92647,0.92754,0.94165,0.49443,0.49179,0.49275,0.34209,0.06091,1.60873,5.16142,0.18708,0.87264,2.29601,0.00044296,0.00044296,0.00044296
164,2227.28,1.40875,4.98105,0.34649,1.15666,1.86498,0.96634,0.92754,0.95595,0.54304,0.45051,0.43478,0.25089,0.05577,1.52942,5.12766,0.18899,0.80581,2.21585,0.000437821,0.000437821,0.000437821
165,2240.15,1.33044,4.70748,0.33628,1.09243,1.8476,0.95499,0.9225,0.95991,0.54572,0.53578,0.52174,0.34784,0.06906,1.52108,4.97085,0.20045,0.76464,2.20358,0.000432689,0.000432689,0.000432689
166,2253.62,1.39021,5.05233,0.35293,1.14485,1.86992,0.98211,0.92754,0.94609,0.5185,0.52091,0.49275,0.32444,0.07987,1.61154,4.95491,0.23097,0.76066,2.28173,0.000427565,0.000427565,0.000427565
167,2266.99,1.36542,4.89072,0.34226,1.13673,1.85558,0.98456,0.92416,0.94543,0.51025,0.53754,0.50539,0.362,0.08768,1.6151,4.87051,0.23732,0.77743,2.26659,0.000422449,0.000422449,0.000422449
168,2280.36,1.32608,4.85368,0.33509,1.10075,1.83005,0.98291,0.91304,0.95296,0.52481,0.63069,0.53623,0.45104,0.09695,1.61512,4.81675,0.22199,0.76157,2.25762,0.000417343,0.000417343,0.000417343
169,2292.94,1.31983,4.78914,0.34415,1.07509,1.80013,0.967,0.89855,0.94171,0.51578,0.57771,0.49275,0.38241,0.08776,1.62468,4.84794,0.21582,0.73486,2.29806,0.000412246,0.000412246,0.000412246
170,2305.97,1.32126,5.00558,0.32415,1.04462,1.80235,0.98001,0.89855,0.94384,0.53676,0.5919,0.52174,0.39853,0.09007,1.56635,4.8635,0.20126,0.72364,2.25048,0.00040716,0.00040716,0.00040716
171,2318.91,1.33221,4.95485,0.32872,1.07272,1.83032,0.98285,0.91304,0.94732,0.54847,0.62799,0.56522,0.45514,0.09543,1.53587,4.82796,0.19808,0.71809,2.21035,0.000402084,0.000402084,0.000402084
172,2332.83,1.30664,4.61743,0.32814,1.07472,1.77428,0.9967,0.92754,0.95404,0.53322,0.59019,0.53623,0.43572,0.08721,1.58308,4.81554,0.20776,0.76528,2.24992,0.000397019,0.000397019,0.000397019
173,2345.99,1.31637,4.70065,0.32503,1.10995,1.82157,0.98439,0.91369,0.95478,0.51705,0.60189,0.53623,0.41942,0.08956,1.61134,4.78268,0.22825,0.75574,2.31307,0.000391966,0.000391966,0.000391966
174,2359.09,1.33592,4.91194,0.34302,1.0791,1.82894,0.97922,0.92754,0.95806,0.52904,0.60316,0.50664,0.40039,0.08292,1.55823,4.76964,0.24341,0.75358,2.25243,0.000386926,0.000386926,0.000386926
175,2372.6,1.31808,4.82102,0.33876,1.0568,1.84136,0.98481,0.93943,0.96669,0.52656,0.55686,0.49275,0.35451,0.07763,1.60592,4.73991,0.24768,0.73646,2.28377,0.000381899,0.000381899,0.000381899
176,2385.65,1.36599,4.94401,0.35675,1.12696,1.88601,0.95439,0.95652,0.96035,0.54405,0.58687,0.50725,0.36295,0.07976,1.55643,4.74577,0.22445,0.69429,2.22038,0.000376885,0.000376885,0.000376885
177,2399.75,1.33988,4.61174,0.32238,1.07443,1.86045,0.985,0.95178,0.96128,0.56172,0.465,0.4058,0.24263,0.06221,1.53492,4.83567,0.21159,0.69439,2.18505,0.000371885,0.000371885,0.000371885
178,2413.32,1.32601,4.844,0.34642,1.09906,1.80707,0.96659,0.94203,0.95915,0.52959,0.58521,0.49275,0.33325,0.06143,1.58454,4.80948,0.21486,0.748,2.23897,0.000366899,0.000366899,0.000366899
179,2426.5,1.3205,4.73619,0.3421,1.06254,1.83267,0.98411,0.89734,0.96503,0.53031,0.61259,0.57971,0.40526,0.07198,1.6079,4.7823,0.22026,0.75213,2.26616,0.000361929,0.000361929,0.000361929
180,2440.27,1.30352,4.73779,0.33442,1.07736,1.80299,0.98402,0.89276,0.95467,0.55004,0.58728,0.53618,0.38995,0.08529,1.46674,4.80352,0.21269,0.7145,2.14668,0.000356975,0.000356975,0.000356975
181,2453.29,1.33269,5.02211,0.34856,1.11596,1.8452,0.98232,0.89855,0.94307,0.54878,0.56444,0.50725,0.38048,0.08461,1.46588,4.84328,0.2155,0.73027,2.14681,0.000352037,0.000352037,0.000352037
182,2466.69,1.32766,4.69757,0.31954,1.09764,1.84116,0.97925,0.89855,0.94762,0.505,0.6071,0.53746,0.45926,0.09337,1.5658,4.87849,0.21034,0.75926,2.25797,0.000347115,0.000347115,0.000347115
183,2480.15,1.30382,4.71987,0.32257,1.09278,1.77495,0.99548,0.91304,0.95667,0.49084,0.60184,0.50725,0.44465,0.09718,1.61955,4.90471,0.21059,0.75421,2.30172,0.000342211,0.000342211,0.000342211
184,2493.71,1.33495,4.53176,0.32067,1.07249,1.82074,0.95553,0.93431,0.95446,0.51074,0.64936,0.55072,0.49274,0.10454,1.59438,4.89726,0.21541,0.75775,2.25037,0.000337325,0.000337325,0.000337325
185,2507.12,1.29372,4.80959,0.33194,1.06971,1.78322,0.96634,0.92754,0.95517,0.53569,0.62499,0.47826,0.44783,0.11289,1.50395,4.83637,0.2156,0.74387,2.15576,0.000332457,0.000332457,0.000332457
186,2520.74,1.27554,4.6651,0.33578,1.0535,1.79479,0.98452,0.92167,0.95213,0.51036,0.60206,0.50725,0.42728,0.11606,1.57201,4.7354,0.20762,0.75001,2.23697,0.000327608,0.000327608,0.000327608
187,2534.02,1.32831,4.92111,0.34225,1.06444,1.80071,0.98452,0.92161,0.95278,0.51473,0.65316,0.5459,0.50619,0.11799,1.55811,4.72113,0.20447,0.73296,2.23319,0.000322778,0.000322778,0.000322778
188,2547.67,1.34448,4.82839,0.33992,1.11978,1.82883,0.98434,0.91109,0.96337,0.54571,0.53631,0.46377,0.39307,0.10572,1.46784,4.82983,0.2044,0.7624,2.12601,0.000317969,0.000317969,0.000317969
189,2560.84,1.31124,4.91211,0.34238,1.09852,1.83995,0.98435,0.91177,0.95754,0.5333,0.59663,0.49275,0.41524,0.10716,1.53961,4.82515,0.20246,0.76103,2.21577,0.00031318,0.00031318,0.00031318
190,2574.13,1.29583,4.91577,0.33328,1.02795,1.75208,0.9846,0.92676,0.96296,0.51748,0.70381,0.53623,0.46946,0.11292,1.60839,4.79243,0.202,0.76549,2.32041,0.000308412,0.000308412,0.000308412
191,2586.69,1.31069,4.66742,0.34771,1.09569,1.82204,0.95577,0.93961,0.96893,0.54386,0.6904,0.51715,0.43236,0.11308,1.547,4.71543,0.20011,0.75585,2.25287,0.000303665,0.000303665,0.000303665
192,2600.31,1.28672,4.57013,0.32133,1.04332,1.76686,0.98461,0.92692,0.95834,0.53239,0.6673,0.55072,0.49563,0.12051,1.52554,4.68953,0.2131,0.75559,2.22881,0.000298941,0.000298941,0.000298941
193,2613.62,1.3559,4.58597,0.31534,1.07964,1.82762,0.98302,0.91304,0.95392,0.50742,0.66788,0.5942,0.5284,0.12274,1.5751,4.71366,0.23227,0.78923,2.28368,0.000294239,0.000294239,0.000294239
194,2626.98,1.30764,4.70881,0.32384,1.06873,1.8173,0.96742,0.91304,0.94684,0.50705,0.6545,0.56522,0.50683,0.09516,1.59393,4.87978,0.23689,0.82641,2.28899,0.000289561,0.000289561,0.000289561
195,2640.23,1.28639,4.68891,0.33329,1.02559,1.78663,0.96586,0.91304,0.94369,0.52319,0.64485,0.55072,0.45795,0.08793,1.56102,4.8742,0.20977,0.8313,2.24784,0.000284906,0.000284906,0.000284906
196,2653.33,1.29366,4.58552,0.3206,1.01577,1.77821,0.98354,0.91304,0.94262,0.49402,0.58075,0.46377,0.40307,0.07957,1.61392,4.93551,0.19311,0.84222,2.29799,0.000280275,0.000280275,0.000280275
197,2666.6,1.26917,4.67532,0.33,1.0009,1.78234,0.9822,0.91304,0.94333,0.48174,0.53494,0.44928,0.35403,0.08049,1.65407,4.81617,0.1931,0.84361,2.32989,0.000275668,0.000275668,0.000275668
198,2679.94,1.24938,4.68757,0.33091,0.97882,1.76137,0.97393,0.91304,0.9444,0.48996,0.62586,0.53623,0.43479,0.08726,1.5795,4.65832,0.21384,0.83132,2.24406,0.000271087,0.000271087,0.000271087
199,2694.34,1.30609,4.49244,0.33009,1.05613,1.785,0.99359,0.89855,0.95427,0.50046,0.64151,0.55072,0.47213,0.09619,1.52614,4.64936,0.23176,0.75534,2.20161,0.000266532,0.000266532,0.000266532
200,2708.01,1.25071,4.62507,0.32377,1.0064,1.7604,1,0.89456,0.95503,0.52437,0.63378,0.53623,0.4515,0.09593,1.47945,4.66912,0.22566,0.74863,2.179,0.000262003,0.000262003,0.000262003
201,2721.33,1.25471,4.48177,0.32595,1.01229,1.76059,0.94188,0.94203,0.95635,0.50275,0.63125,0.57971,0.49964,0.09854,1.54431,4.66844,0.20718,0.74652,2.24929,0.0002575,0.0002575,0.0002575
202,2734.98,1.29164,4.62383,0.33474,0.98947,1.79212,0.96525,0.89855,0.94977,0.48887,0.60537,0.52174,0.41612,0.08475,1.60254,4.72356,0.20317,0.75815,2.33873,0.000253024,0.000253024,0.000253024
203,2748.6,1.28281,4.82584,0.33212,1.02866,1.78534,0.961,0.89855,0.94718,0.50417,0.62484,0.53109,0.42187,0.09038,1.58932,4.73001,0.19999,0.75419,2.33876,0.000248577,0.000248577,0.000248577
204,2761.64,1.26371,4.56959,0.31787,0.99594,1.77373,0.97714,0.92754,0.95209,0.48721,0.64928,0.53623,0.44931,0.09547,1.61504,4.69774,0.196,0.78046,2.36849,0.000244157,0.000244157,0.000244157
205,2775.33,1.27071,4.53704,0.31422,0.99335,1.74908,0.97953,0.92754,0.95382,0.4842,0.59083,0.50231,0.40057,0.0903,1.6126,4.74754,0.19947,0.75949,2.34248,0.000239766,0.000239766,0.000239766
206,2788.34,1.2879,4.76703,0.32199,1.03385,1.78961,0.98454,0.92278,0.9558,0.50865,0.58059,0.49275,0.40108,0.08388,1.51229,4.73764,0.20393,0.71764,2.19863,0.000235404,0.000235404,0.000235404
207,2801.57,1.28964,4.30828,0.31604,1.04678,1.78624,0.98176,0.92754,0.9576,0.5241,0.57249,0.49275,0.35952,0.07675,1.50569,4.6897,0.20831,0.72002,2.19026,0.000231071,0.000231071,0.000231071
208,2816.31,1.33317,4.91552,0.367,1.05738,1.81971,0.98461,0.92742,0.96274,0.54697,0.63866,0.53623,0.39355,0.08426,1.48282,4.62839,0.21145,0.71427,2.17014,0.000226769,0.000226769,0.000226769
209,2830.32,1.31377,4.44512,0.33024,1.03933,1.80898,0.98434,0.94203,0.96621,0.54284,0.66015,0.57971,0.45084,0.09624,1.51128,4.61161,0.21036,0.71538,2.18396,0.000222497,0.000222497,0.000222497
210,2844.5,1.2536,4.60937,0.3353,1.03501,1.76063,0.9661,0.94203,0.96718,0.54441,0.69132,0.5942,0.46188,0.11219,1.54471,4.5777,0.19235,0.69864,2.21294,0.000218256,0.000218256,0.000218256
211,2858.14,1.27745,4.3947,0.32299,0.97944,1.74173,0.98382,0.92754,0.96756,0.53735,0.67054,0.5942,0.47337,0.11438,1.54282,4.57561,0.19295,0.69797,2.2135,0.000214046,0.000214046,0.000214046
212,2871.98,1.28483,4.45477,0.3259,1.01064,1.7581,0.95272,0.91304,0.95436,0.55185,0.63,0.53623,0.44287,0.10246,1.46391,4.6039,0.19721,0.7275,2.13303,0.000209869,0.000209869,0.000209869
213,2885.55,1.27489,4.43576,0.33404,1.04122,1.7864,0.95853,0.91304,0.94831,0.53965,0.64258,0.55072,0.44333,0.09807,1.46496,4.54724,0.19934,0.74515,2.1223,0.000205723,0.000205723,0.000205723
214,2898.98,1.22128,4.54466,0.33139,1.00649,1.74356,0.95448,0.91162,0.94577,0.5393,0.65751,0.56522,0.4625,0.08946,1.47958,4.4941,0.2,0.72395,2.15357,0.000201611,0.000201611,0.000201611
215,2912.42,1.26799,4.61182,0.32255,1.03023,1.76119,0.94014,0.91049,0.95098,0.54622,0.64014,0.55072,0.42319,0.08381,1.4747,4.50836,0.19947,0.71486,2.1581,0.000197532,0.000197532,0.000197532
216,2926.28,1.24449,4.60026,0.32895,1.00891,1.78491,0.95491,0.92085,0.94621,0.54222,0.6358,0.55072,0.4325,0.09089,1.46429,4.54955,0.20188,0.72523,2.13744,0.000193486,0.000193486,0.000193486
217,2939.56,1.25156,4.61354,0.32909,1.00823,1.7414,0.96639,0.92754,0.95288,0.53745,0.6385,0.56522,0.45931,0.1009,1.48866,4.55714,0.2033,0.71232,2.16434,0.000189475,0.000189475,0.000189475
218,2953.63,1.22349,4.38243,0.31872,0.92248,1.71624,0.96277,0.92754,0.95576,0.52765,0.62117,0.56522,0.45133,0.1107,1.52045,4.49665,0.20682,0.70871,2.2099,0.000185498,0.000185498,0.000185498
219,2966.88,1.25296,4.2097,0.2987,0.97674,1.72478,0.96387,0.91304,0.95106,0.53175,0.64899,0.55072,0.44158,0.11842,1.53249,4.51127,0.20918,0.70055,2.2279,0.000181557,0.000181557,0.000181557
220,2980.85,1.2078,4.58184,0.32207,0.9834,1.76492,0.96872,0.8977,0.94463,0.52079,0.63163,0.53623,0.44346,0.11196,1.57154,4.49183,0.21389,0.6991,2.27815,0.000177651,0.000177651,0.000177651
221,2994.4,1.27893,4.68211,0.33796,1.02868,1.78216,0.96867,0.89629,0.94482,0.50099,0.64318,0.55072,0.44245,0.11192,1.64531,4.52102,0.21198,0.70667,2.36134,0.00017378,0.00017378,0.00017378
222,3007.64,1.25007,4.35027,0.32071,0.99153,1.73781,0.96862,0.8948,0.9436,0.52509,0.60812,0.56229,0.43032,0.10473,1.56155,4.5858,0.20348,0.71961,2.2591,0.000169946,0.000169946,0.000169946
223,3020.68,1.2597,4.4565,0.31407,0.99217,1.75672,0.98259,0.91304,0.96139,0.55718,0.61296,0.53623,0.41846,0.0983,1.45011,4.63585,0.19282,0.69543,2.13383,0.000166149,0.000166149,0.000166149
224,3034.57,1.23205,4.37753,0.32412,0.95488,1.74331,0.98299,0.91304,0.96584,0.56793,0.65591,0.56522,0.44648,0.09754,1.42565,4.64206,0.18622,0.67338,2.11126,0.000162389,0.000162389,0.000162389
225,3047.82,1.26682,4.5913,0.34197,0.94428,1.76821,0.98457,0.92485,0.96847,0.54991,0.7291,0.6087,0.51584,0.10732,1.46249,4.60634,0.1844,0.67236,2.14853,0.000158667,0.000158667,0.000158667
226,3061.47,1.27608,4.31108,0.30783,0.96755,1.77021,0.98358,0.92754,0.96851,0.55258,0.73517,0.62319,0.53123,0.11939,1.45159,4.59296,0.1873,0.67084,2.12765,0.000154982,0.000154982,0.000154982
227,3075.34,1.25259,4.71105,0.3354,1.01142,1.73485,0.9746,0.92754,0.9684,0.57228,0.73382,0.5942,0.48994,0.11894,1.40204,4.55479,0.19,0.6494,2.06184,0.000151336,0.000151336,0.000151336
228,3089.07,1.23485,4.49017,0.32255,0.97102,1.75791,0.97888,0.92754,0.97001,0.56785,0.69518,0.59497,0.53287,0.12847,1.39964,4.54389,0.19347,0.66512,2.05092,0.000147729,0.000147729,0.000147729
229,3102.28,1.27697,4.43179,0.31901,1.00463,1.75749,0.98251,0.92754,0.97148,0.56113,0.73525,0.62319,0.57247,0.13384,1.46218,4.53941,0.19312,0.66453,2.10875,0.000144161,0.000144161,0.000144161
230,3115.38,1.24054,4.45557,0.32253,0.95335,1.74369,0.97036,0.94897,0.9724,0.56184,0.71766,0.62629,0.58516,0.13852,1.48887,4.52729,0.1984,0.66849,2.1244,0.000140632,0.000140632,0.000140632
231,3128.86,1.26499,4.35423,0.34622,0.99284,1.76163,0.98207,0.95652,0.97492,0.57191,0.69515,0.59486,0.55824,0.14126,1.47665,4.53791,0.20143,0.66221,2.10199,0.000137143,0.000137143,0.000137143
