epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
115,1575.24,1.40657,5.31782,0.35444,1.09754,1.94688,0.9597,0.86957,0.935,0.55101,0.42816,0.37681,0.26907,0.05208,1.48024,5.23833,0.20607,0.72319,2.15319,0.000489901,0.000489901,0.000489901
116,1589.69,1.41535,5.03775,0.33059,1.11387,1.93283,0.91469,0.9324,0.94752,0.5352,0.46712,0.46377,0.31634,0.06045,1.44857,5.0749,0.19723,0.72905,2.16541,0.000486657,0.000486657,0.000486657
117,1602.5,1.30349,4.89542,0.33225,1.00876,1.82509,0.95546,0.93283,0.95124,0.53959,0.45709,0.42029,0.25473,0.04398,1.423,4.94308,0.21067,0.68185,2.1613,0.0004834,0.0004834,0.0004834
118,1615.67,1.32078,4.98788,0.34988,1.04795,1.87993,0.98436,0.91222,0.94008,0.58316,0.53025,0.47826,0.31903,0.07231,1.34817,4.86965,0.20745,0.64579,2.07318,0.00048013,0.00048013,0.00048013
119,1629.89,1.35463,5.15821,0.32625,1.0798,1.90948,0.98304,0.94203,0.96208,0.57881,0.48031,0.44928,0.29253,0.06523,1.37908,4.92659,0.1999,0.66651,2.07602,0.000476848,0.000476848,0.000476848
120,1642.99,1.37251,5.07915,0.33093,1.06787,1.89983,0.97038,0.92754,0.95514,0.5766,0.54077,0.52174,0.4347,0.08405,1.39189,4.89057,0.19101,0.67351,2.04911,0.000473554,0.000473554,0.000473554
121,1656.71,1.28012,5.01884,0.32754,1.01311,1.83733,0.95472,0.91681,0.96638,0.57998,0.60649,0.42446,0.42909,0.07087,1.37966,5.00169,0.21004,0.68469,2.05943,0.000470248,0.000470248,0.000470248
122,1669.66,1.31558,5.29834,0.34338,1.07305,1.87098,0.95377,0.897,0.96432,0.54809,0.58156,0.46377,0.42932,0.08915,1.4509,5.02662,0.25606,0.7465,2.18101,0.000466931,0.000466931,0.000466931
123,1683.52,1.31771,5.10877,0.34188,1.06482,1.86912,0.96511,0.89855,0.95652,0.53734,0.50696,0.4058,0.34872,0.09033,1.47939,5.11871,0.25547,0.84133,2.18955,0.000463603,0.000463603,0.000463603
124,1696.65,1.27208,5.07335,0.34058,0.96471,1.81476,0.99428,0.88406,0.95747,0.55077,0.44961,0.3913,0.26631,0.06934,1.47684,5.14099,0.23265,0.78147,2.1791,0.000460265,0.000460265,0.000460265
125,1710.21,1.37441,5.16116,0.34486,1.03063,1.92009,0.96509,0.91304,0.96278,0.55528,0.50113,0.43679,0.34736,0.07542,1.45146,5.16259,0.2084,0.77391,2.14058,0.000456916,0.000456916,0.000456916
126,1724.04,1.4057,5.07264,0.33225,1.05473,1.91396,0.95104,0.92754,0.9603,0.58308,0.52475,0.44928,0.39499,0.0779,1.44503,5.25947,0.19393,0.74392,2.09559,0.000453557,0.000453557,0.000453557
127,1736.99,1.38269,5.14635,0.33809,1.08602,1.93206,0.98453,0.92243,0.96135,0.56974,0.54151,0.46377,0.38835,0.07449,1.46199,5.23547,0.20944,0.72938,2.07838,0.000450189,0.000450189,0.000450189
128,1750.71,1.28405,5.11919,0.33304,0.99647,1.82903,0.95367,0.89494,0.95074,0.57827,0.55459,0.37681,0.34155,0.0773,1.39885,5.26099,0.22167,0.72518,2.02992,0.000446812,0.000446812,0.000446812
129,1764.38,1.36654,5.29201,0.35254,1.08012,1.91274,1,0.91112,0.95248,0.55773,0.56022,0.42029,0.37199,0.08216,1.42606,5.10688,0.20433,0.71299,2.10763,0.000443427,0.000443427,0.000443427
130,1778.15,1.30613,5.11461,0.33461,1.0398,1.86771,1,0.94144,0.95355,0.50783,0.56429,0.44928,0.31719,0.07694,1.5603,5.05808,0.20283,0.70743,2.26638,0.000440033,0.000440033,0.000440033
131,1791.95,1.30061,5.2353,0.35506,1.04815,1.87094,0.99418,0.94203,0.95533,0.52813,0.47019,0.44928,0.28055,0.07629,1.50924,5.0727,0.22067,0.69129,2.16374,0.000436631,0.000436631,0.000436631
132,1805.71,1.32813,5.01297,0.34711,1.03244,1.89255,0.99354,0.92754,0.96023,0.53636,0.46152,0.44928,0.26727,0.06681,1.54072,5.08266,0.23219,0.71423,2.1728,0.000433221,0.000433221,0.000433221
133,1819.7,1.38218,5.05766,0.33662,1.03666,1.9048,0.99542,0.94203,0.96368,0.51654,0.50398,0.47826,0.28718,0.06321,1.55481,5.11255,0.21455,0.71504,2.2067,0.000429804,0.000429804,0.000429804
134,1833.26,1.32751,4.91335,0.32607,0.99425,1.82803,0.98076,0.92754,0.94935,0.52816,0.53547,0.50725,0.33417,0.07461,1.52475,5.02651,0.19341,0.73791,2.20538,0.000426381,0.000426381,0.000426381
135,1846.59,1.33138,5.00696,0.33685,1.03342,1.88432,0.99701,0.94203,0.96201,0.49739,0.58231,0.55072,0.41038,0.08599,1.59558,4.99231,0.19104,0.79241,2.27984,0.000422951,0.000422951,0.000422951
136,1859.83,1.26405,5.07539,0.3321,0.97095,1.82274,0.99718,0.94203,0.9678,0.51805,0.62144,0.49968,0.43382,0.09055,1.56905,4.973,0.19318,0.75886,2.22933,0.000419514,0.000419514,0.000419514
137,1872.97,1.3141,4.78856,0.33732,0.97189,1.81707,0.99874,0.94203,0.97225,0.5599,0.54744,0.49275,0.37066,0.08783,1.47179,4.98969,0.20042,0.69227,2.1243,0.000416073,0.000416073,0.000416073
138,1887.14,1.28763,5.07203,0.32459,0.9147,1.82477,0.97008,0.93975,0.97605,0.57074,0.63886,0.55072,0.468,0.09492,1.4411,5.04587,0.22333,0.68051,2.11278,0.000412625,0.000412625,0.000412625
139,1900.17,1.34591,5.06085,0.33628,1.00725,1.89449,0.96842,0.94203,0.97196,0.51946,0.56731,0.50725,0.40668,0.087,1.5785,5.00156,0.256,0.701,2.27249,0.000409173,0.000409173,0.000409173
140,1914.28,1.32374,4.89364,0.33031,1.0267,1.83979,0.96523,0.91304,0.96318,0.52412,0.53455,0.49275,0.37721,0.08113,1.54635,4.9811,0.2053,0.72495,2.25011,0.000405717,0.000405717,0.000405717
141,1927.29,1.31724,5.0601,0.33134,1.041,1.83325,0.99087,0.92754,0.97201,0.56353,0.63952,0.57971,0.47137,0.09936,1.46222,4.80999,0.18505,0.7036,2.14158,0.000402256,0.000402256,0.000402256
142,1940.85,1.31552,4.87688,0.32451,1.008,1.85758,0.99781,0.92754,0.96294,0.53418,0.6847,0.56522,0.4894,0.11412,1.5367,4.81918,0.18872,0.73656,2.23062,0.000398791,0.000398791,0.000398791
143,1953.66,1.37651,5.06329,0.32331,1.0664,1.9066,0.96727,0.92754,0.96144,0.55165,0.73104,0.6087,0.53676,0.12101,1.4456,4.81831,0.18859,0.72491,2.10362,0.000395323,0.000395323,0.000395323
144,1967.2,1.34785,5.08787,0.34161,1.03952,1.87528,0.98479,0.93835,0.95999,0.57585,0.6377,0.56522,0.46178,0.09957,1.39033,4.9077,0.19474,0.71281,2.05758,0.000391852,0.000391852,0.000391852
145,1980.41,1.27254,5.1542,0.34107,0.99533,1.84454,0.99686,0.92754,0.97352,0.46624,0.62595,0.56522,0.46998,0.10156,1.70954,4.869,0.20478,0.74236,2.4182,0.000388378,0.000388378,0.000388378
146,1993.1,1.35302,5.03704,0.33955,1.10865,1.91024,0.98456,0.92446,0.96261,0.49311,0.62069,0.52174,0.45271,0.09831,1.64078,4.8573,0.23391,0.79155,2.348,0.000384902,0.000384902,0.000384902
147,2006.56,1.31141,4.86522,0.33397,1.0224,1.82492,0.89641,0.92754,0.93607,0.56945,0.6333,0.50065,0.44634,0.09933,1.3864,4.78869,0.2128,0.75907,2.11482,0.000381424,0.000381424,0.000381424
148,2020.69,1.27673,5.0164,0.34326,0.98606,1.85626,0.95027,0.89855,0.95436,0.55266,0.5331,0.50725,0.41686,0.09294,1.4445,4.82356,0.20172,0.73277,2.13478,0.000377944,0.000377944,0.000377944
149,2034.03,1.28778,4.98188,0.32627,0.94925,1.81957,0.9795,0.92754,0.96726,0.54522,0.55008,0.51392,0.4213,0.09711,1.54394,4.78723,0.19905,0.71519,2.22115,0.000374463,0.000374463,0.000374463
150,2046.75,1.27037,4.80794,0.32849,0.95912,1.80872,0.98188,0.92754,0.96696,0.54677,0.62568,0.58142,0.51049,0.10138,1.53156,4.81529,0.20426,0.67557,2.20794,0.000370982,0.000370982,0.000370982
151,2059.7,1.28342,5.14696,0.33139,0.94929,1.83145,0.95576,0.93928,0.97581,0.55818,0.63335,0.55072,0.47999,0.10197,1.48015,4.76332,0.2047,0.69252,2.15118,0.0003675,0.0003675,0.0003675
152,2072.78,1.24651,4.64292,0.31971,0.96808,1.80785,0.97011,0.94076,0.97319,0.55194,0.63667,0.57971,0.493,0.11006,1.48037,4.80004,0.20602,0.72816,2.18476,0.000364018,0.000364018,0.000364018
153,2086.04,1.26368,4.76219,0.32281,0.93105,1.81612,0.95492,0.94203,0.96519,0.55621,0.70081,0.55072,0.47565,0.10189,1.46887,4.86924,0.20402,0.75101,2.17239,0.000360537,0.000360537,0.000360537
154,2098.88,1.26654,4.88818,0.32687,0.95063,1.8258,0.96675,0.92754,0.95503,0.55361,0.63221,0.54812,0.42282,0.10546,1.49583,4.71214,0.20497,0.73793,2.20986,0.000357056,0.000357056,0.000357056
155,2111.92,1.22,4.84291,0.3446,0.91287,1.78677,0.97376,0.89855,0.95447,0.54153,0.63438,0.57838,0.4657,0.1066,1.54774,4.6562,0.22132,0.72828,2.23701,0.000353576,0.000353576,0.000353576
156,2125.57,1.31554,5.10154,0.32393,0.99512,1.81863,0.95509,0.92466,0.95212,0.55907,0.61147,0.53623,0.46316,0.10236,1.43635,4.68065,0.22349,0.69254,2.11746,0.000350098,0.000350098,0.000350098
157,2139.04,1.30431,4.94908,0.32517,0.99459,1.84124,0.96858,0.8937,0.95498,0.55062,0.60313,0.50725,0.41594,0.09312,1.47726,4.76656,0.22537,0.75239,2.15962,0.000346622,0.000346622,0.000346622
158,2152.82,1.26824,4.78371,0.3336,1.00043,1.76914,0.96857,0.89331,0.95855,0.53639,0.55511,0.44928,0.35978,0.08365,1.5077,4.88387,0.21082,0.77953,2.18235,0.000343148,0.000343148,0.000343148
159,2165.56,1.2535,4.78581,0.32585,0.95127,1.78242,0.93334,0.91304,0.96074,0.55602,0.56047,0.46204,0.36196,0.09215,1.42879,4.81362,0.19868,0.7125,2.09925,0.000339677,0.000339677,0.000339677
160,2178.78,1.22183,4.80264,0.34086,0.94646,1.78755,0.95624,0.91304,0.9754,0.5561,0.58583,0.50725,0.44154,0.10247,1.46798,4.77327,0.20036,0.69538,2.16729,0.000336209,0.000336209,0.000336209
161,2192.46,1.27927,5.00356,0.33745,0.96661,1.81902,0.95634,0.95241,0.9784,0.53087,0.55718,0.55072,0.40592,0.09403,1.50748,4.70346,0.19752,0.68563,2.22796,0.000332744,0.000332744,0.000332744
162,2205.85,1.24139,4.95575,0.34264,0.96386,1.77948,0.98344,0.94203,0.97844,0.53916,0.58046,0.55072,0.42554,0.09041,1.50279,4.67034,0.19573,0.67978,2.23486,0.000329283,0.000329283,0.000329283
163,2219.86,1.20634,4.67874,0.32314,0.94094,1.76852,0.99681,0.92754,0.97684,0.53251,0.59311,0.55072,0.41113,0.08826,1.57593,4.7115,0.19923,0.68725,2.34399,0.000325827,0.000325827,0.000325827
164,2232.94,1.25234,4.83238,0.33617,0.95938,1.7824,0.9676,0.94203,0.97146,0.50085,0.56923,0.50725,0.39236,0.08112,1.70245,4.7749,0.20787,0.72393,2.50648,0.000322375,0.000322375,0.000322375
165,2246.33,1.21532,4.56159,0.31522,0.90917,1.74353,0.98133,0.94203,0.97657,0.53015,0.62905,0.55072,0.45734,0.0906,1.5728,4.71709,0.19574,0.69964,2.35761,0.000318927,0.000318927,0.000318927
166,2259.88,1.25974,4.88009,0.34275,0.93746,1.82428,0.99953,0.92754,0.96764,0.53243,0.56117,0.52174,0.40548,0.09026,1.53525,4.69981,0.18107,0.67971,2.28446,0.000315486,0.000315486,0.000315486
167,2273.32,1.23388,4.8912,0.3239,0.94201,1.79027,1,0.94058,0.96785,0.52149,0.60801,0.56522,0.45142,0.10195,1.59949,4.73167,0.18257,0.68527,2.3349,0.000312049,0.000312049,0.000312049
168,2287.12,1.22658,4.75676,0.32883,0.94963,1.77474,0.99664,0.92754,0.96472,0.53277,0.56159,0.52174,0.38841,0.10095,1.63157,4.74908,0.19381,0.69401,2.34993,0.000308619,0.000308619,0.000308619
169,2300.76,1.23726,4.71298,0.31706,0.94496,1.81754,0.97005,0.93869,0.9776,0.53468,0.57621,0.52174,0.39869,0.1026,1.61745,4.76242,0.21495,0.69724,2.3138,0.000305196,0.000305196,0.000305196
170,2314.48,1.26921,4.86642,0.31419,0.91831,1.82517,0.97004,0.93862,0.97245,0.54208,0.61205,0.53623,0.41242,0.10108,1.57907,4.76203,0.20175,0.70818,2.2593,0.000301779,0.000301779,0.000301779
171,2328.24,1.27099,4.94886,0.32062,0.98624,1.82913,0.98303,0.92754,0.97321,0.57557,0.6253,0.55633,0.47535,0.11329,1.43598,4.73484,0.18264,0.67312,2.12505,0.000298369,0.000298369,0.000298369
172,2342.37,1.2829,4.66026,0.31582,0.95503,1.81852,0.99516,0.94203,0.97632,0.57528,0.61213,0.57971,0.46455,0.11058,1.4,4.79025,0.17797,0.63843,2.09962,0.000294967,0.000294967,0.000294967
173,2355.62,1.19852,4.46213,0.3079,0.85134,1.72634,0.99559,0.94203,0.98018,0.58881,0.5393,0.49275,0.39433,0.10299,1.40226,4.81739,0.18586,0.61461,2.1018,0.000291573,0.000291573,0.000291573
174,2369.08,1.2123,4.78847,0.31185,0.89566,1.72874,0.98126,0.94203,0.98234,0.57957,0.60215,0.54841,0.38196,0.08607,1.50489,4.7282,0.20304,0.63139,2.20166,0.000288188,0.000288188,0.000288188
175,2382.1,1.23402,4.67837,0.31164,0.9408,1.80284,0.98104,0.94203,0.98455,0.55939,0.55844,0.53623,0.35387,0.08607,1.55988,4.65258,0.20049,0.63661,2.24623,0.000284811,0.000284811,0.000284811
176,2395.27,1.26597,4.89525,0.32191,0.974,1.79982,0.98694,0.94203,0.98849,0.54261,0.54519,0.52174,0.35484,0.09082,1.60964,4.64163,0.18437,0.64679,2.304,0.000281443,0.000281443,0.000281443
177,2408.61,1.25413,4.79042,0.33404,0.94732,1.83857,0.99828,0.94203,0.98561,0.53192,0.59887,0.56522,0.395,0.09443,1.63366,4.61195,0.17663,0.64706,2.33801,0.000278084,0.000278084,0.000278084
178,2421.84,1.23371,4.79128,0.3198,0.93279,1.81103,0.99771,0.94203,0.9859,0.54578,0.58319,0.55072,0.41008,0.10325,1.55325,4.58783,0.17871,0.64364,2.25328,0.000274735,0.000274735,0.000274735
179,2435.27,1.16065,4.32407,0.31832,0.86016,1.68646,0.99732,0.94203,0.98384,0.55909,0.59814,0.56522,0.42703,0.11838,1.51022,4.56646,0.18366,0.64016,2.20649,0.000271397,0.000271397,0.000271397
180,2448.45,1.20117,4.45204,0.30153,0.87436,1.70699,1,0.94161,0.98048,0.55739,0.59877,0.56522,0.45861,0.12668,1.50151,4.54999,0.19103,0.63397,2.20883,0.000268069,0.000268069,0.000268069
181,2461.71,1.23335,4.86533,0.32055,0.91163,1.77041,0.99892,0.94203,0.97945,0.54216,0.59868,0.56522,0.45667,0.1223,1.53215,4.58014,0.19737,0.63999,2.26347,0.000264752,0.000264752,0.000264752
182,2475.27,1.2076,4.66843,0.31521,0.93027,1.77422,0.99862,0.94203,0.97514,0.51188,0.61434,0.57971,0.49531,0.1282,1.576,4.56441,0.19652,0.66349,2.3515,0.000261446,0.000261446,0.000261446
183,2488.47,1.2376,4.53349,0.302,0.91091,1.75511,0.99859,0.94203,0.9775,0.53129,0.62968,0.5942,0.49502,0.13448,1.52787,4.52397,0.18395,0.64437,2.29144,0.000258152,0.000258152,0.000258152
184,2501.44,1.20237,4.52148,0.31331,0.90605,1.75566,0.99866,0.94203,0.9797,0.55023,0.66045,0.62319,0.52558,0.13138,1.52402,4.48106,0.17402,0.62072,2.26516,0.00025487,0.00025487,0.00025487
185,2514.35,1.20515,4.46338,0.30952,0.89596,1.7653,0.9987,0.94203,0.98065,0.55134,0.67577,0.63768,0.54133,0.13473,1.54295,4.45841,0.17227,0.61974,2.26447,0.0002516,0.0002516,0.0002516
186,2528.27,1.20755,4.71694,0.30607,0.90281,1.76418,0.99875,0.94203,0.97465,0.56597,0.67559,0.63768,0.55724,0.15322,1.50798,4.44714,0.17906,0.60038,2.21175,0.000248343,0.000248343,0.000248343
187,2542,1.21132,4.4797,0.302,0.91354,1.77319,0.997,0.94203,0.97705,0.57188,0.64403,0.6087,0.52943,0.1449,1.49378,4.4737,0.19763,0.60552,2.18915,0.000245099,0.000245099,0.000245099
188,2555.84,1.16118,4.46372,0.30746,0.84488,1.71758,0.99755,0.94203,0.97163,0.58074,0.61957,0.57971,0.45863,0.13699,1.47897,4.48075,0.21352,0.60628,2.19003,0.000241868,0.000241868,0.000241868
189,2569.21,1.18667,4.67912,0.30835,0.852,1.72158,1,0.94046,0.96324,0.58335,0.62988,0.5942,0.45765,0.11898,1.48981,4.47265,0.22238,0.60783,2.20316,0.000238651,0.000238651,0.000238651
190,2582.25,1.19762,4.45299,0.30746,0.86825,1.78144,1,0.93923,0.96995,0.578,0.61528,0.57947,0.43194,0.1094,1.49132,4.56183,0.21758,0.61044,2.20099,0.000235448,0.000235448,0.000235448
191,2595.29,1.18444,4.52812,0.30691,0.87545,1.72535,1,0.94168,0.96667,0.57597,0.56637,0.53623,0.36324,0.10247,1.44946,4.5835,0.20332,0.59655,2.14647,0.00023226,0.00023226,0.00023226
192,2608.72,1.19257,4.53839,0.31021,0.88569,1.75181,0.9966,0.94203,0.97644,0.56887,0.59703,0.56522,0.42008,0.10769,1.42662,4.56579,0.19548,0.60402,2.12507,0.000229087,0.000229087,0.000229087
193,2621.95,1.20023,4.40086,0.3108,0.84264,1.73216,0.99749,0.94203,0.98041,0.5547,0.5826,0.55072,0.41513,0.11311,1.48237,4.51298,0.19539,0.62123,2.18325,0.000225928,0.000225928,0.000225928
194,2635.99,1.19314,4.57057,0.32979,0.85114,1.75443,0.99805,0.94203,0.98355,0.53249,0.58305,0.55072,0.42217,0.11651,1.52716,4.49241,0.19696,0.61902,2.23062,0.000222786,0.000222786,0.000222786
195,2649,1.17521,4.45865,0.30844,0.87661,1.72122,1,0.95428,0.98496,0.56139,0.62912,0.5942,0.45764,0.12485,1.45864,4.46671,0.18903,0.59511,2.1526,0.000219659,0.000219659,0.000219659
196,2661.7,1.20935,4.63343,0.3126,0.91555,1.7464,1,0.97993,0.98616,0.60655,0.65937,0.62319,0.51919,0.12991,1.29084,4.41048,0.17732,0.55544,1.98491,0.000216548,0.000216548,0.000216548
197,2674.82,1.19353,4.47864,0.3063,0.89515,1.7574,1,0.97422,0.98957,0.60019,0.62944,0.5942,0.46887,0.11912,1.34505,4.41206,0.17342,0.5624,2.04467,0.000213454,0.000213454,0.000213454
198,2689.1,1.18228,4.4144,0.30175,0.87481,1.72243,0.96929,0.97101,0.98504,0.5489,0.58425,0.55072,0.4182,0.10919,1.49003,4.43703,0.1781,0.58928,2.20486,0.000210377,0.000210377,0.000210377
199,2702.58,1.20885,4.45813,0.30874,0.91789,1.73043,0.99637,0.94203,0.98352,0.55424,0.62827,0.5942,0.43625,0.11638,1.47222,4.40286,0.1823,0.59116,2.17217,0.000207317,0.000207317,0.000207317
200,2716.53,1.15103,4.56244,0.31414,0.82754,1.72734,0.99662,0.94203,0.98279,0.58556,0.67442,0.63768,0.50754,0.13387,1.37124,4.34305,0.18304,0.57514,2.03348,0.000204275,0.000204275,0.000204275
201,2730.1,1.20041,4.47723,0.30205,0.86491,1.7175,0.9982,0.94203,0.98004,0.56926,0.67554,0.63768,0.51999,0.13663,1.40239,4.34849,0.1861,0.57902,2.07298,0.00020125,0.00020125,0.00020125
202,2743.13,1.15929,4.35723,0.30711,0.84215,1.69181,0.99792,0.94203,0.98244,0.56216,0.67542,0.63768,0.52078,0.13016,1.44011,4.39325,0.18519,0.58159,2.13475,0.000198244,0.000198244,0.000198244
203,2757.09,1.1658,4.41253,0.3114,0.85883,1.70725,0.99877,0.94203,0.98473,0.57745,0.70622,0.66667,0.5898,0.14014,1.3873,4.41054,0.18089,0.57872,2.06888,0.000195256,0.000195256,0.000195256
204,2772.23,1.16153,4.37358,0.316,0.85766,1.70137,0.99913,0.94203,0.98917,0.5975,0.69092,0.65217,0.55461,0.13366,1.33265,4.38532,0.17213,0.57355,2.01523,0.000192287,0.000192287,0.000192287
205,2785.43,1.16092,4.42284,0.3032,0.85929,1.72828,1,0.95332,0.98925,0.58129,0.6908,0.65217,0.54716,0.12902,1.3739,4.3594,0.1705,0.58511,2.06802,0.000189338,0.000189338,0.000189338
206,2799.39,1.12148,4.4429,0.3101,0.82533,1.68645,1,0.95364,0.98797,0.55981,0.64356,0.6087,0.49929,0.13021,1.4617,4.35961,0.17033,0.60379,2.17206,0.000186408,0.000186408,0.000186408
207,2813.04,1.18723,4.46318,0.29102,0.88637,1.70346,1,0.95332,0.98586,0.56127,0.65161,0.6087,0.49642,0.1321,1.4874,4.36574,0.17306,0.59831,2.21139,0.000183497,0.000183497,0.000183497
208,2827.18,1.18266,4.41772,0.30219,0.88298,1.73488,0.99694,0.97101,0.98721,0.5746,0.64593,0.6087,0.5041,0.13819,1.45983,4.3593,0.18315,0.58895,2.16747,0.000180607,0.000180607,0.000180607
209,2840.62,1.14446,4.36952,0.31479,0.83971,1.67753,0.99365,0.97101,0.98696,0.60207,0.65202,0.6087,0.50674,0.14053,1.41274,4.37332,0.19063,0.58309,2.10809,0.000177738,0.000177738,0.000177738
210,2854.15,1.20238,4.61266,0.32544,0.89664,1.76305,0.98149,0.97101,0.98538,0.59663,0.65377,0.6087,0.49016,0.13362,1.38559,4.40212,0.18836,0.56016,2.07551,0.000174889,0.000174889,0.000174889
211,2867.28,1.19999,4.31991,0.30488,0.86758,1.73779,0.98523,0.9666,0.98486,0.5896,0.62276,0.57971,0.45565,0.11948,1.38688,4.404,0.18204,0.56458,2.08935,0.000172061,0.000172061,0.000172061
212,2880.61,1.20029,4.48863,0.31313,0.88754,1.78709,0.97096,0.96902,0.98156,0.57687,0.57562,0.53623,0.40412,0.11773,1.4623,4.46587,0.17606,0.58606,2.18547,0.000169255,0.000169255,0.000169255
213,2893.69,1.14193,4.14265,0.28817,0.83112,1.68377,0.97094,0.96841,0.98159,0.57024,0.6224,0.57971,0.45198,0.11924,1.45014,4.46336,0.17656,0.60796,2.17037,0.000166471,0.000166471,0.000166471
214,2907.25,1.16417,4.49671,0.30148,0.83852,1.71688,0.99871,0.94203,0.98087,0.58225,0.62262,0.57971,0.48585,0.12365,1.36526,4.37955,0.18671,0.58527,2.07286,0.000163708,0.000163708,0.000163708
215,2920.74,1.18185,4.25095,0.30487,0.8548,1.71925,0.9969,0.94203,0.98091,0.59442,0.68743,0.63749,0.57871,0.14195,1.32184,4.32802,0.19214,0.58091,2.02938,0.000160968,0.000160968,0.000160968
216,2934.05,1.13711,4.13947,0.29325,0.82476,1.68275,0.99808,0.94203,0.98025,0.58279,0.67528,0.63768,0.57087,0.14314,1.3597,4.31354,0.19078,0.57871,2.0751,0.000158251,0.000158251,0.000158251
217,2947.35,1.15371,4.40449,0.30326,0.8511,1.7407,0.99814,0.94203,0.97958,0.5777,0.67535,0.63768,0.57106,0.13976,1.38124,4.29637,0.18913,0.5679,2.10131,0.000155557,0.000155557,0.000155557
218,2960.79,1.16459,4.30487,0.30018,0.82545,1.72436,0.99793,0.94203,0.97957,0.57971,0.64415,0.6087,0.53154,0.13878,1.38612,4.31781,0.18678,0.57393,2.10319,0.000152885,0.000152885,0.000152885
219,2974.78,1.139,4.30169,0.28814,0.81755,1.68837,0.99874,0.94203,0.97882,0.57596,0.6287,0.5942,0.48922,0.1348,1.40486,4.31487,0.1821,0.58059,2.10984,0.000150238,0.000150238,0.000150238
220,2988.13,1.14197,4.45832,0.30029,0.83728,1.71139,1,0.93932,0.96971,0.5646,0.66051,0.62319,0.51782,0.1343,1.42982,4.30318,0.17922,0.59155,2.11364,0.000147614,0.000147614,0.000147614
221,3002,1.14393,4.365,0.30311,0.8321,1.69607,0.98297,0.94203,0.96782,0.57876,0.61952,0.5942,0.47214,0.12638,1.38113,4.33861,0.17962,0.58163,2.06139,0.000145014,0.000145014,0.000145014
222,3015.08,1.11176,4.17751,0.31092,0.83528,1.67244,0.9883,0.92754,0.98036,0.58656,0.60855,0.56522,0.44121,0.12679,1.36659,4.33625,0.18348,0.57027,2.05459,0.000142439,0.000142439,0.000142439
223,3028.79,1.14338,4.33393,0.2982,0.79738,1.68626,0.99305,0.92754,0.98002,0.57338,0.63156,0.57971,0.49323,0.12604,1.3612,4.30684,0.18745,0.57114,2.05512,0.000139888,0.000139888,0.000139888
224,3041.68,1.14806,4.25797,0.28903,0.82342,1.70755,0.96711,0.95652,0.98199,0.58462,0.67912,0.6087,0.55021,0.14038,1.33955,4.27325,0.18805,0.56044,2.03819,0.000137362,0.000137362,0.000137362
225,3054.61,1.13267,4.34767,0.29614,0.86698,1.69535,0.96872,0.95652,0.98103,0.58667,0.65073,0.62319,0.54593,0.14406,1.33352,4.29118,0.186,0.55745,2.0423,0.000134862,0.000134862,0.000134862
226,3068.44,1.12717,4.3312,0.30411,0.8227,1.67399,0.97093,0.96799,0.98114,0.59731,0.64724,0.62319,0.52536,0.14613,1.32916,4.31661,0.18313,0.56612,2.05109,0.000132387,0.000132387,0.000132387
227,3081.61,1.09649,4.3605,0.30559,0.79483,1.64515,0.97092,0.96788,0.98157,0.59188,0.64038,0.59357,0.51395,0.14034,1.33416,4.3525,0.18445,0.56403,2.05321,0.000129938,0.000129938,0.000129938
228,3095.24,1.15336,4.42508,0.31431,0.83985,1.67631,0.97051,0.95389,0.98223,0.62408,0.65309,0.6087,0.52043,0.13129,1.28143,4.38178,0.18495,0.55524,1.9868,0.000127515,0.000127515,0.000127515
229,3108.6,1.16002,4.33653,0.28316,0.83822,1.70371,1,0.93965,0.98333,0.62246,0.62023,0.57971,0.45631,0.132,1.24917,4.37174,0.18307,0.55045,1.94766,0.000125118,0.000125118,0.000125118
230,3122.24,1.1409,4.37615,0.30336,0.82652,1.67785,0.99398,0.94203,0.98516,0.60782,0.67156,0.62232,0.53652,0.14883,1.31057,4.30236,0.177,0.55075,2.01051,0.000122748,0.000122748,0.000122748
231,3136.11,1.12567,4.2859,0.30503,0.81941,1.68662,0.99478,0.94203,0.98322,0.58522,0.64264,0.6087,0.51809,0.14403,1.40383,4.30827,0.17783,0.57586,2.1137,0.000120404,0.000120404,0.000120404
232,3149.09,1.12669,4.01887,0.28011,0.80046,1.67436,0.97089,0.96694,0.98373,0.57744,0.65171,0.63768,0.55635,0.15296,1.46185,4.31522,0.18014,0.59716,2.18019,0.000118088,0.000118088,0.000118088
233,3162.26,1.16491,4.23729,0.30501,0.84593,1.70505,0.97092,0.96788,0.98384,0.58336,0.65573,0.63768,0.54289,0.14879,1.43979,4.30542,0.17887,0.58129,2.14443,0.000115799,0.000115799,0.000115799
234,3175.29,1.10802,4.1405,0.29443,0.79318,1.6702,0.99203,0.94203,0.98239,0.60159,0.65383,0.63768,0.54103,0.15256,1.374,4.29727,0.17757,0.56335,2.05287,0.000113538,0.000113538,0.000113538
